Date,Time,Labels,Text (Click to drill to Message Detail),Engagement,Clicks,Replies,Likes,Retweets,Retweet Audience
8/18/2015,11:31 AM,positioning and reputation,We're announcing our third credit risk sharing transaction w/ the reinsurance industry: http://fanniemae.com/portal/about-us/media/financial-news/2015/6280.html,12,8,0,2,2,1931
,,,,,,,,,
8/18/2015,3:12 PM,"Multifamily, positioning and reputation",".@WalkerDunlop, @FannieMae, mark 10-year Katrina anniversary with $15.7 million #multifamily refinancing: http://www.multihousingnews.com/news/fannie-mae-issues-first-commercial-loan-marking-10-year-katrina-anniversary/1004125832.html",19,14,0,1,4,1000
,,,,,,,,,
8/18/2015,6:40 PM,The Home Story,Where can 1st-time #homebuyers find reasonable prices? @GoBankingRates lists 5 possibilities: http://www.thehomestory.com/top-5-housing-markets-for-first-time-buyers/,27,22,1,1,3,315
,,,,,,,,,
8/19/2015,1:31 PM,business support,.@community1bank's Dave Fowler talks about the benefits of using Collateral Underwriter: http://housingindustryforum.com/content/industry-voice-keeping-communication-open-collateral-underwriter#.VdSQSPn4-Cc,15,11,0,1,3,4594
,,,,,,,,,
8/19/2015,2:23 PM,positioning and reputation,"#PressRelease: We've completed a new risk sharing deal, continuing efforts to reduce taxpayer risk. http://fanniemae.com/portal/about-us/media/financial-news/2015/6280.html",9,7,0,0,2,2086
,,,,,,,,,
8/19/2015,8:32 PM,"Multifamily, positioning and reputation",We're helping play a role in New Orleans' progress 10 years after Katrina. http://www.multihousingnews.com/news/fannie-mae-issues-first-commercial-loan-marking-10-year-katrina-anniversary/1004125832.html,6,4,0,1,1,2179
,,,,,,,,,
8/20/2015,8:56 AM,Organization,Our volunteers lending a hand 10 years ago in post-Katrina New Orleans. #Katrina10 #tbt https://t.co/rDx9JMx3BL,7,,0,4,3,2382
,,,,,,,,,
8/20/2015,9:17 AM,positioning and reputation,@loanscamalert @benutech @danhomick @REI_Kevin @scottwollmering @toddohlde @sneedette @tangiappraiser @MannMortgageRno Appreciate the RTs!,4,,1,3,0,0
,,,,,,,,,
8/20/2015,11:41 AM,FM Commentary,"Baby Boomers are abandoning their single-family houses for apartments, you say? Not so fast: http://fanniemae.com/portal/about-us/media/commentary/082015-simmons.html",36,20,0,5,11,2917
,,,,,,,,,
8/20/2015,1:51 PM,positioning and reputation,Here are the winning bids for our 2nd sale of non-performing loans: http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6281.html,44,33,0,3,8,46010
,,,,,,,,,
8/20/2015,9:16 PM,FM Commentary,"#Multifamily demand is booming, but is it because of Baby Boomers? Find out: http://fanniemae.com/portal/about-us/media/commentary/082015-simmons.html",28,24,0,0,4,2728
,,,,,,,,,
8/21/2015,10:25 AM,FM Commentary,A majority of Millennials want to be homeowners. What's holding them back? http://fanniemae.com/portal/about-us/media/commentary/082115-shahdad.html,210,191,1,4,14,2672
,,,,,,,,,
8/21/2015,10:57 AM,positioning and reputation,@MyProEmail @ibannourah @sablackwell4 @lisa_migliozzi @pbrady06 @YvonneStyhr @ChasMcMillan007 @SharBR_ @avexfundingeast Thx for retweeting!,4,,0,3,1,310
,,,,,,,,,
8/21/2015,12:39 PM,"Multifamily, positioning and reputation","Phyllis Klein, our VP of #Multifamily Cust. Engagement, talks seniors housing market growth: http://housingindustryforum.com/content/executive-insight-strong-growth-seniors-housing-market#.VdXcl_n4-Cc",18,13,0,2,3,1425
,,,,,,,,,
8/21/2015,3:39 PM,FM Commentary,What's keeping some Millennials from homeownership? Our Econ. + Strategic Research Group investigates: http://fanniemae.com/portal/about-us/media/commentary/082115-shahdad.html,32,28,0,2,2,2372
,,,,,,,,,
8/22/2015,10:14 AM,The Home Story,Exterior improvements may pay off when selling your home. Check out these 5 tips for bosting your home's curb appeal: http://www.thehomestory.com/5-affordable-tips-to-boost-curb-appeal/,57,41,0,4,12,3799
,,,,,,,,,
8/23/2015,11:50 AM,"Housing Recovery Solutions, Mobile",Wondering how much home can you afford? Download our #mobileapp for help thru the homebuying process: www.knowyouroptions.com/homeapp,22,10,0,5,7,50285
,,,,,,,,,
8/23/2015,8:16 PM,business support,.@Community1Bank's Dave Fowler on keeping communication open with Collateral Underwriter: http://housingindustryforum.com/content/industry-voice-keeping-communication-open-collateral-underwriter#.VdSQSPn4-Cc,15,9,0,3,3,2421
,,,,,,,,,
8/24/2015,9:47 AM,Economic & Housing Outlook,Econ. growth outlook less upbeat for 2nd half of '15. Our Aug. Econ. + Housing Outloook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6282.html,27,18,0,4,5,1448
,,,,,,,,,
8/24/2015,11:29 AM,positioning and reputation,@kristoncapps Saw your 8/20 art. on Millennials. You may be interested in our recent Millennials housing research: http://fanniemae.com/portal/about-us/media/commentary/082115-shahdad.html,14,10,0,3,1,0
,,,,,,,,,
8/24/2015,1:43 PM,"Multifamily, positioning and reputation",Strong growth in seniors housing market: http://housingindustryforum.com/content/executive-insight-strong-growth-seniors-housing-market#.VdXcl_n4-Cc,79,57,1,8,13,195789
,,,,,,,,,
8/24/2015,7:53 PM,Economic & Housing Outlook,How does Chief Econ. Doug Duncan interpret a mixed bag of Q2 econ. data? See his Aug. Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6282.html,15,10,1,1,3,2870
,,,,,,,,,
8/25/2015,9:17 AM,FM Commentary,Are Baby Boomers really downsizing? Our Econ. + Strategic Research Group takes a look. http://fanniemae.com/portal/about-us/media/commentary/082015-simmons.html,37,26,0,2,9,40681
,,,,,,,,,
8/25/2015,10:16 AM,positioning and reputation,@CastleandCooke @Des_brown30 @Bloo_Home @FLORIDABAMBOO @PREAsc @david_sundquist @PHMLoans @joebuxtonloans @LikeLakeland Appreciate your RTs!,8,,0,6,2,31470
,,,,,,,,,
8/25/2015,1:02 PM,Access to Credit,Today we're announcing a lending option aimed at helping creditworthy borrowers: http://fanniemae.com/portal/about-us/media/corporate-news/2015/6283.html,223,177,3,10,33,50718
,,,,,,,,,
8/25/2015,3:05 PM,Economic & Housing Outlook,Did you catch Chief Econ. Doug Duncan's Aug. Econ + Housing Outlook? Find out what he sees for the 2nd half of '15: http://fanniemae.com/portal/about-us/media/financial-news/2015/6282.html,16,12,0,1,3,32409
,,,,,,,,,
8/25/2015,7:23 PM,Access to Credit,"Now announcing: HomeReady, an affordable, sustainable mortgage for creditworthy borrowers w lower/moderate incomes. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6283.html",95,67,0,11,17,5648
,,,,,,,,,
8/26/2015,11:21 AM,positioning and reputation,@realtormag @Equitysourcemtg @OccupantShield @rayfuentes @Equity_Prime @dekalbrealtors @BrentGreerCRE @cmfrtznpl Thx for retweeting!,2,,0,1,1,0
,,,,,,,,,
8/26/2015,2:12 PM,FM Commentary,"Many Millennials want to own a home, but they need their incomes to improve before they can. Learn more: http://fanniemae.com/portal/about-us/media/commentary/082115-shahdad.html",53,33,0,5,15,8703
,,,,,,,,,
8/26/2015,8:12 PM,"Housing Recovery Solutions, Mobile","Homebuyers and owners, download our free #mobileapp to help you get the most out of your home: www.knowyouroptions.com/homeapp",26,19,0,1,6,51572
,,,,,,,,,
8/27/2015,10:37 AM,Access to Credit,"Introducing HomeReady, a mortgage product for helping creditworthy borrowers: http://fanniemae.com/portal/about-us/media/corporate-news/2015/6283.html",46,31,2,1,12,5081
,,,,,,,,,
8/27/2015,11:21 AM,positioning and reputation,@FrameworkHome @DoctorCara @SteveHarney @TeamFastAgents @jcsalas0909 @suzannecaldeira @lawrencebrownRE @lorraineangelil Appreciate your RTs!,2,,0,2,0,0
,,,,,,,,,
8/27/2015,5:32 PM,The Home Story,Boost your home's curb appeal with these 5 affordable tips: http://www.thehomestory.com/5-affordable-tips-to-boost-curb-appeal/,75,56,1,7,11,2610
,,,,,,,,,
8/28/2015,9:32 AM,positioning and reputation,Our single-family Serious-Delinquency Rate decreased for 21 straight quarters as of Q2 '15. http://fanniemae.com/progress/building.html,35,17,1,5,12,2199
,,,,,,,,,
8/28/2015,10:23 AM,FM Commentary,"Economies of oil-producing states, inc. TX, less reliant on oil industry today than in 1980s. http://fanniemae.com/resources/file/research/datanotes/pdf/housing-insights-082815.pdf",20,13,0,1,6,10816
,,,,,,,,,
8/28/2015,2:15 PM,Mobile,The HOME by Fannie Mae #mobileapp can help you through the #homebuying process. Available on iPhone and Android: www.knowyouroptions.com/homeapp,23,14,0,5,4,792
,,,,,,,,,
8/28/2015,4:18 PM,positioning and reputation,@DanielleSamalin @MissionCapital @RENewsletter @PaulPsian @dpelletiere @HANDHousing @terrybastone @TheMrsAyala Thx for the RTs!,4,,0,3,1,1365
,,,,,,,,,
8/29/2015,11:37 AM,FM Commentary,Significant house price effects not yet observed in oil-producing states despite recent oil price movements. http://fanniemae.com/portal/about-us/media/commentary/082815-brescia.html,41,36,0,2,3,640
8/30/2015,10:45 AM,positioning and reputation,"Did you know we're on Facebook and LinkedIn, too? Here's how to connect w/ us: http://fanniemae.com/portal/stay-connected.html",18,17,0,0,1,70
8/31/2015,8:21 PM,positioning and reputation,"As of 6/30/2015, 97% of our single-family conventional loans are current. http://fanniemae.com/progress/leading.html",106,69,1,15,21,13873
8/31/2015,8:29 AM,FM Commentary,"Baby Boomers are abandoning their single-family houses for apartments, you say? Not so fast: http://fanniemae.com/portal/about-us/media/commentary/082015-simmons.html",48,33,0,2,13,3764
8/31/2015,1:12 PM,Access to Credit,.@TheAtlantic's @gillianbwhite takes a look at our recently announced HomeReady mortgage: http://www.theatlantic.com/business/archive/2015/08/making-homeownership-more-affordable/402649/,28,24,0,2,2,697
8/31/2015,12:52 PM,positioning and reputation,@CFGOhio @wsgvar @debbie_grigg @Torres_Colon @T_RE_DivaVick @terrybastone @housiy7 @ourmann @wrmelville @danielsasse Appreciate your RTs!,1,,0,1,0,0
9/1/2015,7:27 PM,Multifamily,#Multifamily fundamentals reflect steady rental demand http://housingindustryforum.com/content/multifamily-fundamentals-reflect-steady-rental-demand#.VeWjcfn4-Cc,57,39,0,6,12,21718
9/1/2015,2:51 PM,FM Commentary,"As oil prices drop, some states may experience significant home price declines: http://fanniemae.com/portal/about-us/media/commentary/082815-brescia.html",49,36,1,4,8,3717
9/1/2015,9:47 AM,positioning and reputation,Baby Boomers are not selling off homes: http://national.deseretnews.com/article/5702/baby-boomers-are-not-selling-off-homes-but-impacting-economy-in-other-ways.html  Via @Loisco for the @deseretnational.,22,18,0,2,2,2689
9/1/2015,3:32 PM,positioning and reputation,@TheWhitsonator @NosmbeSmith @LoganMohtashami @AgentKarin @only1Shell @MagellanRE @curious_runner @FICODr @synergymtg Thx for retweeting!,2,,0,2,0,0
9/2/2015,11:09 AM,positioning and reputation,".@NJCLF wins bid for 1st non-performing loan sale to target non-profits, small investors + minority/women-owned biz. http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6288.html",24,21,0,0,3,1950
9/2/2015,1:48 PM,Multifamily,"Chris Honn, our seniors' industry expert, talks growth in seniors #multifamily housing w/ @scotsmanguideED. http://www.scotsmanguide.com/Commercial/Articles/2015/09/Q-A--Chris-Honn--Fannie-Mae/",14,9,0,0,5,3066
9/2/2015,6:36 PM,positioning and reputation,Refinancings delivered through Refi Plus in Q2 '15 reduced borrowers' monthly mortgage payments by an avg. of $183.,14,,0,2,12,10069
9/2/2015,10:40 AM,positioning and reputation,@aluxnajual @LaurenFeher @KellyMadruga @DottieSmithABR @thekylebailey @fakhrulalam88 @TomGarveyLO @orlandohomeloan Appreciate your RTs!,7,,1,4,2,1608
9/3/2015,4:41 PM,The Home Story,Here are tips for how you can make a last-minute move more manageable and less stressful: http://www.thehomestory.com/4-last-minute-tips-for-last-minute-movers/,23,17,0,3,3,1176
9/3/2015,8:13 PM,Multifamily,"We're helping provide critical #multifamily housing for seniors. Chris Honn, our industry expert, explains. http://www.scotsmanguide.com/Commercial/Articles/2015/09/Q-A--Chris-Honn--Fannie-Mae/",19,14,0,3,2,1501
9/3/2015,9:26 AM,FM Commentary,"At this stage, the drop in oil industry employment is modest relative to the 48% decline in the '80s. http://fanniemae.com/portal/about-us/media/commentary/082815-brescia.html",11,8,0,0,3,6072
9/3/2015,10:22 AM,positioning and reputation,"We’re excited to welcome Doug Duncan, our chief economist, to Twitter. https://t.co/UWhJegat1H",9,,0,4,5,0
9/3/2015,11:47 AM,positioning and reputation,@FHFA @rdbarber @cgritmon @NorthernOhioREO @CatlinImee @camnflfan @BravecatBVI @UCLAZimanCenter @AdrianSilvaJr @solskolnick Thx for the RTs!,1,,0,1,0,0
9/4/2015,4:48 PM,​,"Fannie Mae revamps mortgage product ""to better accommodate today's financial and familial realities"": http://www.nytimes.com/2015/09/06/realestate/fannie-mae-revamps-mortgage-program.html?_r=0 via @nytimes",118,91,2,9,16,2750
9/4/2015,1:13 PM,Multifamily,#Multifamily fundamentals reflect steady rental demand http://housingindustryforum.com/content/multifamily-fundamentals-reflect-steady-rental-demand#.VeWjcfn4-Cc,23,18,0,3,2,1523
9/4/2015,8:34 AM,"Housing Recovery Solutions, Mobile",Thinking about buying a home? Our HOME by Fannie Mae #mobileapp can help you get started and track your progress: www.knowyouroptions.com/homeapp,20,12,0,4,4,862
9/4/2015,10:52 AM,Jobs Report,"""While Fed could find reasons to delay raising rates…we believe that it will not find one in this #jobsreport."" Chief Econ. @D2_Duncan",11,,0,4,7,3863
9/8/2015,8:33 AM,HPSI,NEW: The Fannie Mae Home Purchase Sentiment Index tracks consumers' home purchase sentiment: http://www.fanniemae.com/portal/about-us/media/corporate-news/2015/6290.html,58,39,0,5,14,6155
9/8/2015,6:27 PM,HPSI,ICYMI: Fannie Mae introduces the Home Purchase Sentiment Index - https://www.youtube.com/watch?v=qwhteWT_5lg,50,35,0,5,10,27655
9/8/2015,11:01 AM,HPSI,"HPSI joins leading indicators in measuring consumer attitudes, but w/ a housing focus: http://www.fanniemae.com/portal/about-us/media/corporate-news/2015/6290.html",29,21,0,1,7,3034
9/8/2015,4:21 PM,positioning and reputation,"Included in our 34K loan workouts in Q2 2015 are 26,000 loan modifications. http://fanniemae.com/progress/leading.html",16,13,0,0,3,9628
9/8/2015,6:30 AM,positioning and reputation,"In a few min., tune into @SquawkCNBC where our Chief Econ. @D2_Duncan will discuss housing, economy + new Home Purchase Sentiment Index.",10,,1,4,5,3760
9/9/2015,7:24 PM,positioning and reputation,.@D2_Duncan talked recent trends' impact on his 2015 housing outlook w/ @Glink. Catch the interview here:  https://youtu.be/e3izgRjcfwE,39,26,1,5,7,19220
9/9/2015,7:41 AM,The Home Story,Need to make a last-minute move? These 4 tips can help make the process more manageable. http://www.thehomestory.com/4-last-minute-tips-for-last-minute-movers/,25,16,0,2,7,4557
9/9/2015,1:00 PM,HPSI,"Two Home Purchase Sentiment Index components improved in August, though overall Index slips from previous month: http://fanniemaeblog.tumblr.com/post/128705794502/weve-launched-the-home-purchase-sentiment",15,13,0,0,2,2839
9/9/2015,10:02 AM,HPSI,"We distill data from 6 National Housing Survey Qs into 1 leading indicator, the Home Purchase Sentiment Index (HPSI) http://www.fanniemae.com/portal/about-us/media/corporate-news/2015/6290.html",11,11,0,0,0,0
9/10/2015,2:50 PM,The Home Story,Flood insurance is often misunderstood. Here are 3 flood insurance misconceptions renters + homeowners often make. http://www.thehomestory.com/3-common-misconceptions-about-flood-insurance/,38,28,0,5,5,1458
9/10/2015,8:25 PM,positioning and reputation,You can now view our Econ. + Strategic Research Group's work by topic. Follow along: http://fanniemaeblog.tumblr.com/ #economics #housing,21,13,5,2,1,2493
9/10/2015,9:15 AM,Multifamily,Seniors' #multifamily housing is a growing part of our biz. Our Chris Honn tells @scotsmanguideED why: http://www.scotsmanguide.com/Commercial/Articles/2015/09/Q-A--Chris-Honn--Fannie-Mae/,20,15,0,2,3,2386
9/10/2015,10:19 AM,positioning and reputation,@IdahoHousing @MKTWgoldstein @4590leads @massrealty @maplesrealty @BlanchardNJHome @thehawaiiguy @mabsguzman Appreciate your RTs!,4,,0,4,0,0
9/11/2015,8:22 AM,Access to Credit,This @nytimes article explains how our HomeReady mortgage can benefit borrowers who share homes w/ extended family: http://www.nytimes.com/2015/09/06/realestate/fannie-mae-revamps-mortgage-program.html?_r=0,41,29,1,1,10,5574
9/11/2015,11:29 AM,positioning and reputation,Will Sep. Fed rate hike neg. impact #housing? @D2_Duncan gives @michaelsantoli his thoughts: http://news.yahoo.com/fed-s-decision-won-t-rile-the-housing-market--fannie-mae-economist-183355079.html,24,21,0,1,2,58
9/11/2015,4:25 PM,positioning and reputation,"Our Chief Econ. @D2_Duncan + @Glink chatted about housing starts, China, and more in this in-depth interview:  https://youtu.be/e3izgRjcfwEur",22,19,0,1,2,14418
9/12/2015,10:06 AM,positioning and reputation,We're helping fund America's housing market. Here's what we accomplished in Q2 2015: http://fanniemae.com/progress/leading.html,55,28,16,3,8,1936
9/13/2015,11:17 AM,"Mobile, The Home Story",HOME by Fannie Mae is here! Download our new #mobileapp for resources to help w/ homebuying: www.knowyouroptions.com/homeapp,81,60,0,7,14,58749
9/13/2015,7:35 PM,Access to Credit,HomeReady's a mortgage product for helping creditworthy borrowers. Learn more here: https://www.fanniemae.com/singlefamily/homeready,52,37,0,6,9,9840
9/14/2015,9:07 AM,The Home Story,"3 common misconceptions about flood insurance you should know, whether you rent or own: http://www.thehomestory.com/3-common-misconceptions-about-flood-insurance/",125,87,1,11,26,58515
9/14/2015,4:13 PM,positioning and reputation,Stay on top of the latest research + analysis by subscribing to our new #housing + #economics research blog: http://fanniemaeblog.tumblr.com/,26,18,0,2,6,998
9/14/2015,9:59 AM,positioning and reputation,@HUDSouthwest @ByronBankIL @KazinSD @sporterfcv @KristinHowlett1 @kytnauction @TxFireTech @RealtorLiz @ARoseInJax Thx for retweeting!,1,,0,1,0,0
9/15/2015,7:42 PM,positioning and reputation,"In Q2 2015, we enabled 229K single-family home purchases. How else did we help fund America's housing market? http://fanniemae.com/progress/leading.html",14,11,1,1,1,49
9/15/2015,10:02 AM,positioning and reputation,@HUDSoutheast @BitterCreekTitl @lonniejr22 @CharletShriner1 @HoustonHCDD @alliancela @BinTechPartners @SFCDC Appreciate your RTs!,6,,2,3,1,400
9/16/2015,11:28 AM,Access to Credit,".@Marketplace's @noeleking covers our HomeReady mortgage, a product for low- to moderate-income households: http://www.marketplace.org/topics/wealth-poverty/all-family-new-mortgage-math",22,16,0,3,3,8274
9/16/2015,9:13 AM,Economic & Housing Outlook,"Despite recent volatility, @D2_Duncan expects modest econ. growth in 2nd half of '15. Sep. Econ. + Housing Outlook: http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6292.html",14,8,0,1,5,3727
9/16/2015,3:39 PM,positioning and reputation,.@WellsFargo's @CPulleyWF: Aligning your content w/ your mission + values makes your content authentic. #FMsocialbiz15,11,,0,6,5,9379
9/16/2015,1:51 PM,positioning and reputation,"We'll soon be tweeting highlights from our Social Business Summit, focused on using social media in business. Follow along @ #FMsocialbiz15.",8,,0,5,3,11805
9/16/2015,3:58 PM,positioning and reputation,"Big thanks to @JasonVasquezWF, @ChrisHammondWF, @j1berger + @CPulleyWF for participating in today's #FMsocialbiz15!",7,,0,6,1,19380
9/16/2015,2:44 PM,positioning and reputation,People share stories. Wrap facts + figures into a story to encourage people to carry your message. - @j1berger #FMsocialbiz15,6,,0,3,3,10412
9/16/2015,3:14 PM,positioning and reputation,.@WellsFargo's @CPulleyWF on their social media strategy: We focus more on stories and people. #FMsocialbiz15,6,,0,3,3,640
9/16/2015,7:46 PM,Economic & Housing Outlook,Consumer spending + jobs just some of the data indicating econ. growth in H2'15. http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6292.html,6,4,0,0,2,373
9/16/2015,3:29 PM,positioning and reputation,".@WellsFargo's @ChrisHammondWF: Whether or not we participate in conversations on social, the conversations still happen. #FMsocialbiz15",5,,1,2,2,633
9/16/2015,1:19 PM,positioning and reputation,@CaryMortgageGuy @Realtor_Bryant @ReboGateway @WWeirRelocation @MiltSharpJr @NaplesA1Realtor @LuisARealtor @chadmcdowell Thx for the RTs!,3,,1,2,0,0
9/16/2015,2:38 PM,positioning and reputation,.@j1berger: Giving ppl useful industry info can encourage them to share your message. #FMsocialbiz15,3,,0,0,3,4852
9/17/2015,11:49 AM,Mortgage Lender Sentiment Survey,Mortgage lenders more optimistic about economy than general consumers. Our Q3 MLSS: http://www.fanniemae.com/portal/research-and-analysis/mortgage-lender-survey.html,42,27,1,2,12,42041
9/17/2015,4:33 PM,positioning and reputation,Here is @D2_Duncan's full comment on today's #FOMC statement from @federalreserve: http://fanniemaeblog.tumblr.com/post/129300739942/the-fomc-statement-citing-a-new-consideration-to,20,10,0,3,7,4156
9/17/2015,6:53 PM,Economic & Housing Outlook,"After reviewing recent data, @D2_Duncan still expects modest econ. growth in second half of '15. Find out why: http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6292.html",11,9,0,0,2,172
9/18/2015,4:54 PM,Mortgage Lender Sentiment Survey,"Amid ongoing credit availability debate, lenders report easing of mortgage lending standards in our Q3 MLSS: http://www.fanniemae.com/portal/research-and-analysis/mortgage-lender-survey.html",28,21,1,1,5,1146
9/18/2015,9:36 AM,positioning and reputation,Refinancings delivered thru Refi Plus in Q2 '15 reduced borrowers' mo. mortg. payments by an avg. of $183.,8,,1,1,6,38546
9/18/2015,12:43 PM,positioning and reputation,@AbeSocialMedia @MrRodWilson @PaulTurnerWF @SGrantWF @OFantozziWF @jnummer1 @EightyNine10 @dasHausLA @CarrieBlueLO Appreciate your RTs!,5,,0,5,0,0
9/19/2015,10:22 AM,Economic & Housing Outlook,ICYMI: @D2_Duncan's Sep. Econ. + Housing Outlook is out. What does he expect for the rest of this year? http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6292.html,41,26,2,3,10,38231
9/20/2015,11:15 AM,"Housing Recovery Solutions, Mobile",Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,36,23,0,5,8,52080
9/20/2015,6:25 PM,positioning and reputation,You can now view our Econ. + Strategic Research Group's work by topic. Follow along: http://fanniemaeblog.tumblr.com/ #economics #housing,24,19,0,3,2,672
9/21/2015,9:26 AM,Mortgage Lender Sentiment Survey,"Lending standards ease for all mortgage types, according to lenders surveyed in Q3 MLSS: http://www.fanniemae.com/portal/research-and-analysis/mortgage-lender-survey.html",69,42,2,7,18,38953
9/21/2015,2:14 PM,The Home Story,#ReadySetHome: A housing industry insider's journey to buying a first home. http://www.thehomestory.com/road-to-homeownership-realizing-i-wanted-to-own-a-home-someday/ #homebuying,33,25,0,3,5,1668
9/22/2015,6:38 PM,Multifamily,Not all Millennials live where you think they do. @Kim_Betancourt delivers our Sept. #Multifamily Market Commentary: https://youtu.be/376WYXnNZIY,27,19,2,2,4,33555
9/22/2015,8:34 AM,business support,Last wk our John Kennedy spoke @ #FCS15 about our cust. service approach. http://themreport.com/news/data/09-18-2015/servicers-must-ensure-compliance-under-regulatory-spotlight Via @TheMReportNews,14,10,0,2,2,476
9/22/2015,11:37 AM,Multifamily,".@ChrissaPagitsas, Director of our #Multifamily #Green Initiative, talks about our green multifamily options. https://t.co/lD0skBs0yB",8,,0,2,6,0
9/22/2015,11:15 AM,positioning and reputation,@pat_clark @LisaWambles @aman2258 @KevinSavoie @HomeListerApp @PaulPsian @DrAlanaSmith @NeighborWorksVT @KevinismyBroker Thx for retweeting!,4,,0,4,0,0
9/23/2015,8:23 PM,Multifamily,Our @ChrissaPagitsas talks about our work in the #green #multifamily space w/ @nreionline: http://nreionline.com/multifamily/more-loans-available-green-multifamily,32,23,0,3,6,4456
9/23/2015,11:11 AM,business support,"We've become a tech-focused company in order to provide mortgage access, reduce risk + more: http://fanniemae.com/portal/about-us/media/commentary/092215-lee.html",28,20,0,4,4,678
9/23/2015,5:43 PM,The Home Story,#ReadySetHome: A lot's changed in 10 yrs. Find out what it can take to buy a home in today's economy: http://www.thehomestory.com/road-to-homeownership-realizing-i-wanted-to-own-a-home-someday/,25,21,0,0,4,503
9/24/2015,9:08 AM,Multifamily,What's impacting where Millennials live? Find out in this overview of our Sept. #Multifamily Market Commentary: https://youtu.be/376WYXnNZIY,53,39,0,6,8,2673
9/24/2015,1:21 PM,Access to Credit,Here's a lending option aimed at helping creditworthy borrowers w/ lower + moderate incomes: https://www.fanniemae.com/singlefamily/homeready,35,24,1,2,8,2033
9/24/2015,11:25 AM,positioning and reputation,"Announcement: We've completed our latest credit risk sharing transaction, again attracting an international reinsurer http://fanniemae.com/portal/about-us/media/financial-news/2015/6294.html",33,21,0,6,6,1908
9/24/2015,7:28 PM,business support,"Bruce Lee, our CIO, covers the ways in which we're using technology to better accomplish our goals: http://fanniemae.com/portal/about-us/media/commentary/092215-lee.html",28,24,1,1,2,304
9/24/2015,1:46 PM,positioning and reputation,@CRELev @HomesWithFrank @NHSBedStuy @atchutneelam @derek_templeton @AmyLindahlMBA @jenmj120 @VariantLending Appreciate your RTs!,0,,0,0,0,0
9/25/2015,1:31 PM,positioning and reputation,"We've completed our latest Credit Insurance Risk Transfer, further reducing taxpayer risk. http://fanniemae.com/portal/about-us/media/financial-news/2015/6294.html",102,64,0,19,19,19371
9/25/2015,8:50 AM,The Home Story,Local housing finance agencies can help people like Keosha become first-time homebuyers. http://www.thehomestory.com/road-to-homeownership-realizing-i-wanted-to-own-a-home-someday/ #ReadySetHome,24,15,0,5,4,2158
9/25/2015,5:41 PM,positioning and reputation,Included in our 34K loan workouts in Q2 2015 are 26K loan modifications. http://fanniemae.com/progress/leading.html,20,13,2,1,4,3423
9/26/2015,11:34 AM,business support,Last wk our John Kennedy spoke @ #FCS15 about our cust. service approach. http://themreport.com/news/data/09-18-2015/servicers-must-ensure-compliance-under-regulatory-spotlight Via @TheMReportNews,30,16,1,6,7,14901
9/27/2015,6:32 PM,The Home Story,A Millennial and housing finance industry insider's story on becoming a 1st-time homebuyer: http://www.thehomestory.com/road-to-homeownership-realizing-i-wanted-to-own-a-home-someday/ #ReadySetHome,54,34,1,3,16,38117
9/27/2015,9:46 AM,Mortgage Lender Sentiment Survey,Lenders surveyed are more optimistic about the economy than general consumers. http://fanniemaeblog.tumblr.com/post/129571840610/lenders-we-surveyed-are-more-optimistic-about-the,22,15,0,1,6,1900
9/28/2015,9:54 AM,The Home Story,Find out how Olympic gold medalist + @LouganisDoc star @greglouganis fought off foreclosure: http://www.thehomestory.com/how-greg-louganis-bounced-back-from-near-foreclosure/,129,110,0,9,10,45686
9/28/2015,3:14 PM,Economic & Housing Outlook,"From our Sept. Econ. + Housing Outlook, the Fed's funds target rate alongside unemployment: http://fanniemaeblog.tumblr.com/post/129360136853/the-august-unemployment-rate-was-half-a",38,20,1,3,14,71266
9/28/2015,12:58 PM,positioning and reputation,@AmeritrainEdu @KnightRealtors @GabeJr1stTeam @krissymom2 @MaesRealtor @HartmanDG @Naeisrealtor @TRthomcat @mikeaubrey Thx for the RTs!,1,,0,0,1,376
9/29/2015,7:39 PM,The Home Story,"This 1st-time homebuyer benefitted from @DCOpenDoors, a reminder many areas have local programs helping homebuyers. http://www.thehomestory.com/road-to-homeownership-city-living-and-the-housing-finance-agency/",28,20,0,4,4,756
9/29/2015,11:56 AM,positioning and reputation,"Our EVP, Andrew Bon Salle, covers our role as leading manager of single-fam. residential credit risk in the industry. http://fanniemae.com/portal/about-us/media/commentary/092915-bonsalle.html",27,19,1,4,3,898
9/29/2015,8:36 AM,The Home Story,Is your home disaster-proof? Here's an infographic w/ tips for preparing your home for a natural disaster: http://www.thehomestory.com/is-your-home-disaster-proof/,22,14,0,3,5,2221
9/29/2015,1:08 PM,positioning and reputation,"Our Chief Economist, @D2_Duncan, weighs in on this morning's #CaseShiller Home Price Index release.",6,,1,0,5,35059
